Review,Aspect,Sentiment,Score,Helpful_Votes
"I ordered this and received it within 3 days. The immunity tablets are amazing . I am taking it and it has been 4 days now . I can feel the difference in two days . It helps us especially in winters ,when the immunity levels drop . Results are very good . I would recommend this to all who are more prone to allergies and have weak immune system.",side_effects,neutral,0.0,0.0
"I ordered this and received it within 3 days. The immunity tablets are amazing . I am taking it and it has been 4 days now . I can feel the difference in two days . It helps us especially in winters ,when the immunity levels drop . Results are very good . I would recommend this to all who are more prone to allergies and have weak immune system.",health_impact,neutral,0.0,0.0
The multi vitamin pills have been a great source sufficing my body's essential needs for vitamins and nutrients. I have seen the change in my health. These pills helped me maintain healthy digestion too and I can feel the transformation in my metabolic activities whose needs were fulfilled by the pills. I recommend this product to people who wish to stay healthy and fit and maintain their vitamin levels,effectiveness,positive,0.45,0.0
The multi vitamin pills have been a great source sufficing my body's essential needs for vitamins and nutrients. I have seen the change in my health. These pills helped me maintain healthy digestion too and I can feel the transformation in my metabolic activities whose needs were fulfilled by the pills. I recommend this product to people who wish to stay healthy and fit and maintain their vitamin levels,side_effects,positive,0.5,0.0
The multi vitamin pills have been a great source sufficing my body's essential needs for vitamins and nutrients. I have seen the change in my health. These pills helped me maintain healthy digestion too and I can feel the transformation in my metabolic activities whose needs were fulfilled by the pills. I recommend this product to people who wish to stay healthy and fit and maintain their vitamin levels,health_impact,neutral,0.0,0.0
this multivitamin tablets are very cheap and best of their worth I will suggest you try it it is not that much expensive and they works for a long time for like 2 to 3 months and it will boost of energy your skin will be more glutamine and you will be able to work hard because your vitamins are full so you will be not exhausted soon,effectiveness,positive,0.2528,0.0
I received product with seal broken also i feel some tables were taken already or expired tablet were kept in. Also there are double barcodes pasted so not sure whats wrong with genuineness of this product. Costs 330 cheap but should have some authenticity. Anyways i got refund but this is a major problem as its a health related item,price,positive,0.4,0.0
I received product with seal broken also i feel some tables were taken already or expired tablet were kept in. Also there are double barcodes pasted so not sure whats wrong with genuineness of this product. Costs 330 cheap but should have some authenticity. Anyways i got refund but this is a major problem as its a health related item,packaging,negative,-0.4,0.0
I received product with seal broken also i feel some tables were taken already or expired tablet were kept in. Also there are double barcodes pasted so not sure whats wrong with genuineness of this product. Costs 330 cheap but should have some authenticity. Anyways i got refund but this is a major problem as its a health related item,authenticity,negative,-0.25,0.0
Immunity Multivitamin tablets of Bodfit are best to be added in our daily routine. This multivitamin increases you immunity and energy. It contains truly essential vitamins and nutrients including ginseng which is really good for strength. These capsules are a powerful combination of nutrients which helps to improve Immunity as well as helps to Improve your Cardiovascular Health.,effectiveness,positive,0.5,0.0
Immunity Multivitamin tablets of Bodfit are best to be added in our daily routine. This multivitamin increases you immunity and energy. It contains truly essential vitamins and nutrients including ginseng which is really good for strength. These capsules are a powerful combination of nutrients which helps to improve Immunity as well as helps to Improve your Cardiovascular Health.,health_impact,neutral,0.0,0.0
"I can’t really testify as to whether this is working or not, as I am yet to get my blood tested since beginning to consume this.  But I haven’t had any negative reactions to it, and I have been feeling fairly energetic since I began taking it.  The price, the proportion of vitamins and minerals and the quantity of the product are all satisfactory.",price,neutral,0.0,0.0
"I can’t really testify as to whether this is working or not, as I am yet to get my blood tested since beginning to consume this.  But I haven’t had any negative reactions to it, and I have been feeling fairly energetic since I began taking it.  The price, the proportion of vitamins and minerals and the quantity of the product are all satisfactory.",side_effects,positive,0.5,0.0
"Bought it after careful research for autoimmune condition. The content and ingredients are unique and the best as this offers almost everything in one package, taste has a slight hint of cocolate which makes it easier to swallow, if you are looking for a perfect solution for your vitamins need go for this one.",effectiveness,positive,1.0,0.0
"Bought it after careful research for autoimmune condition. The content and ingredients are unique and the best as this offers almost everything in one package, taste has a slight hint of cocolate which makes it easier to swallow, if you are looking for a perfect solution for your vitamins need go for this one.",taste,negative,-0.1667,0.0
I really liked the smell as soon I opened the container. It has a great aftertaste. I found the quality and finish of capsules to be very premium and I really felt positive after using it for some days and overall I would rate it highly value for money given its pricing and its composition. It ticks all the boxes of being a good Multivitamin.,price,positive,0.1575,0.0
I really liked the smell as soon I opened the container. It has a great aftertaste. I found the quality and finish of capsules to be very premium and I really felt positive after using it for some days and overall I would rate it highly value for money given its pricing and its composition. It ticks all the boxes of being a good Multivitamin.,taste,positive,0.6,0.0
"Been using it for past 2-3 weeks and it works wonders. Earlier, I used to feel unwell and weakness quite often, due to lack of vitamins and nutrients, but now its much better as it is a wholesome pack of many essential vitamins like C, E and zinc, my hair and nails have also gained strength, no hair fall issues and they shine like never before!",effectiveness,negative,-0.25,0.0
Its my best purchase I m really happy with this multivitamin brand boldfit because i see the difference after i start talking this tablets i feel so energetic daily and its really amazing including many vitamins like vitamin A Vitamin C All i want in my daily life so i m Fully satisfied with this product,effectiveness,positive,0.4875,0.0
Vitamins are very essential for everyone and we don't get enough vitamin from what we eat. Therefore it's of vital importance that we have some extra vitamin apart from our daily diet. This is exactly what you need. I've been using this for sometime and can feel tyr difference myself. It is something everyone should have..,effectiveness,neutral,0.0,0.0
Vitamins are very essential for everyone and we don't get enough vitamin from what we eat. Therefore it's of vital importance that we have some extra vitamin apart from our daily diet. This is exactly what you need. I've been using this for sometime and can feel tyr difference myself. It is something everyone should have..,health_impact,neutral,0.0333,0.0
The product packaging is very good and it was delivered quickly. I am actually buy this product for my uncle. This product was given him relief from pain. He has been using this product about a week. At last thanks to boldfit for such type of tablets. And also thanks to Amazon for getting fast delivery.,effectiveness,neutral,0.0,0.0
The product packaging is very good and it was delivered quickly. I am actually buy this product for my uncle. This product was given him relief from pain. He has been using this product about a week. At last thanks to boldfit for such type of tablets. And also thanks to Amazon for getting fast delivery.,packaging,positive,0.6217,0.0
The product packaging is very good and it was delivered quickly. I am actually buy this product for my uncle. This product was given him relief from pain. He has been using this product about a week. At last thanks to boldfit for such type of tablets. And also thanks to Amazon for getting fast delivery.,delivery,positive,0.2,0.0
The product packaging is very good and it was delivered quickly. I am actually buy this product for my uncle. This product was given him relief from pain. He has been using this product about a week. At last thanks to boldfit for such type of tablets. And also thanks to Amazon for getting fast delivery.,authenticity,positive,0.6217,0.0
Its a really good product. One can feel the difference even after 2/3 days. Worth to use it.,effectiveness,positive,0.7,0.0
"Being a swimmer and a full time student, the pressure takes a toll on my body. I try to fulfill my body’s nutritional needs as much as possible and to make things easier I decided to invest in BoldFit’s immunity Multivitamin. The results speak for themselves: my mid day crashes are gone, my energy levels are up and my occasional colds have vanished. What a lifesaver!",health_impact,neutral,0.0,0.0
"I've been using the product for nearly 3 months, but it didn't help my nails or hair. Although to be taken as a multivitamin, I was hoping it would also work for my nails & hair, as there's adequate Biotin in this supplement.",effectiveness,positive,0.1,0.0
This is the first product that i tried frod boldfit.. and i m impressed by the quality.. this product promises lot of vitamins and minerals. My diet nutrition i add up this in my daily life to balance my growth and stamina. All the vitamins and nutrition are there which is great for day to day...happy to have this...,effectiveness,neutral,0.0,0.0
This is the first product that i tried frod boldfit.. and i m impressed by the quality.. this product promises lot of vitamins and minerals. My diet nutrition i add up this in my daily life to balance my growth and stamina. All the vitamins and nutrition are there which is great for day to day...happy to have this...,health_impact,positive,0.8,0.0
All in one vitamins containing in same tablet comes with 120 tablets. I starting taking everyday . Makes me stinger and immune also built-up. Give a try its worth the price zinc is essential for our body,effectiveness,positive,0.15,0.0
All in one vitamins containing in same tablet comes with 120 tablets. I starting taking everyday . Makes me stinger and immune also built-up. Give a try its worth the price zinc is essential for our body,health_impact,neutral,0.0,0.0
"I used to have a mild headache later in day which remains for longer time , after consuming them.",taste,neutral,0.0,0.0
Though it doesn't taste good and that makes a bit hesitant to swallow....but it's serves it's purpose very well.,taste,positive,0.7,0.0
my whole family used this multivitamin and i can tell it is easy on your stomach easy to digest and you will not feel any post digested smells which generally other multivitamins creates,taste,positive,0.2354,0.0
my whole family used this multivitamin and i can tell it is easy on your stomach easy to digest and you will not feel any post digested smells which generally other multivitamins creates,side_effects,positive,0.2354,0.0
As I'm using this from more than a week I'm very much satisfied with this multivitamin. It feels like it boosts the immune system. And it is working well for the skin point of view as well. And I recommended this to my friends as well as there's a lot more benefits for our health at such price.,effectiveness,positive,0.25,0.0
As I'm using this from more than a week I'm very much satisfied with this multivitamin. It feels like it boosts the immune system. And it is working well for the skin point of view as well. And I recommended this to my friends as well as there's a lot more benefits for our health at such price.,health_impact,neutral,0.0,0.0
"First thing the packing is really good.And apart from all the companies in the market this company ""boldfit"" has included all the vitamins that completes the daily dose of a man/woman.No other companies have such impressive values.I personally recommend this to every person to take 1 tablet of this multivitamin to stay healthy.",effectiveness,positive,0.25,0.0
"First thing the packing is really good.And apart from all the companies in the market this company ""boldfit"" has included all the vitamins that completes the daily dose of a man/woman.No other companies have such impressive values.I personally recommend this to every person to take 1 tablet of this multivitamin to stay healthy.",price,positive,0.3542,0.0
"First thing the packing is really good.And apart from all the companies in the market this company ""boldfit"" has included all the vitamins that completes the daily dose of a man/woman.No other companies have such impressive values.I personally recommend this to every person to take 1 tablet of this multivitamin to stay healthy.",packaging,positive,0.475,0.0
"First thing the packing is really good.And apart from all the companies in the market this company ""boldfit"" has included all the vitamins that completes the daily dose of a man/woman.No other companies have such impressive values.I personally recommend this to every person to take 1 tablet of this multivitamin to stay healthy.",delivery,positive,0.475,0.0
This is amazing product. Highly recommended. The tablet smells like chocolate. It contains many different vitamins that helps in pain relief and keeps you healthy. The tablets are easy to swallow. I have notice fast muscle recovery after using this product. You must have to buy this product. I love this product.,effectiveness,positive,0.3333,0.0
This is amazing product. Highly recommended. The tablet smells like chocolate. It contains many different vitamins that helps in pain relief and keeps you healthy. The tablets are easy to swallow. I have notice fast muscle recovery after using this product. You must have to buy this product. I love this product.,taste,positive,0.4333,0.0
This is amazing product. Highly recommended. The tablet smells like chocolate. It contains many different vitamins that helps in pain relief and keeps you healthy. The tablets are easy to swallow. I have notice fast muscle recovery after using this product. You must have to buy this product. I love this product.,health_impact,positive,0.3333,0.0
Its best product,effectiveness,positive,1.0,0.0
"I guess my sleep quality was improved with this. And I took it 2 times a day and the taste will not affect as it was like nothing. I guess it was value for money. As I took it this daily and after not using it for a month I guess I should take it again,😅",price,neutral,0.0,0.0
"I guess my sleep quality was improved with this. And I took it 2 times a day and the taste will not affect as it was like nothing. I guess it was value for money. As I took it this daily and after not using it for a month I guess I should take it again,😅",taste,neutral,0.0,0.0
"I guess my sleep quality was improved with this. And I took it 2 times a day and the taste will not affect as it was like nothing. I guess it was value for money. As I took it this daily and after not using it for a month I guess I should take it again,😅",side_effects,neutral,0.0,0.0
Buying second time. It's Good and I felt improvement in sleep quality as Quantity is less but quality is good and Hence must take for 3 months and then give 2 months gap. Yearly 2-3 time taking is good fir immunity,health_impact,positive,0.7,0.0
"Last year when I bought Kapiva Ashwagandha Gold 60 capsules(I dont remember the seller and also Amazon is not showing last year purchase history) and used, initially I used to take 1 capsule in teh morning and one in the evening, I used to get mouth ulcers as a side effect. It generates lot of heat in the body, I reduced to 1 capsule a day, still I was getting mouth ulcers, then I started using one capsule every alternate day. and also I started drinking lot of water, them it was fine... BUt this time I bought, one bottle Ashgandha Gold and one bottle Ashwagandha and one bottle Shilajit capsules from the seller ""RK World Infocom Pvt Ltd"".. I don't see any effect at all . No effect and no side effect.. I have no idea whether it is working or not... you should feel active and energetic actuially... but I feel just normal..I dont know what is happening in my body",effectiveness,neutral,0.0,0.0
"Last year when I bought Kapiva Ashwagandha Gold 60 capsules(I dont remember the seller and also Amazon is not showing last year purchase history) and used, initially I used to take 1 capsule in teh morning and one in the evening, I used to get mouth ulcers as a side effect. It generates lot of heat in the body, I reduced to 1 capsule a day, still I was getting mouth ulcers, then I started using one capsule every alternate day. and also I started drinking lot of water, them it was fine... BUt this time I bought, one bottle Ashgandha Gold and one bottle Ashwagandha and one bottle Shilajit capsules from the seller ""RK World Infocom Pvt Ltd"".. I don't see any effect at all . No effect and no side effect.. I have no idea whether it is working or not... you should feel active and energetic actuially... but I feel just normal..I dont know what is happening in my body",side_effects,neutral,0.0,0.0
I bought this product for myself. I feel dizzy and less active . After taking this product and consuming it for few days am feeling so active and full of strength all days . Ashwagandha is also a immunity booster which helps to maintain your immunity .,effectiveness,neutral,0.0056,0.0
I bought this product for myself. I feel dizzy and less active . After taking this product and consuming it for few days am feeling so active and full of strength all days . Ashwagandha is also a immunity booster which helps to maintain your immunity .,side_effects,neutral,0.0056,0.0
I bought this product for myself. I feel dizzy and less active . After taking this product and consuming it for few days am feeling so active and full of strength all days . Ashwagandha is also a immunity booster which helps to maintain your immunity .,authenticity,neutral,0.0,0.0
I bought this product for myself. I feel dizzy and less active . After taking this product and consuming it for few days am feeling so active and full of strength all days . Ashwagandha is also a immunity booster which helps to maintain your immunity .,health_impact,neutral,0.0,0.0
"I recently tried Kapiva's ashwagandha supplement, and unfortunately, my experience was far from satisfactory. Here are the key points:  1. Effectiveness: Despite taking the recommended dosage consistently, I didn't notice any significant improvement in my overall well-being or stress levels.  2. Taste and Smell: The product has a strong, unpleasant smell and an earthy taste that's hard to mask. It made consumption quite challenging.  3. Quality Concerns: I had reservations about the product's quality.  4. Price: Considering the lack of results and the overall experience, the price point feels unjustified.  In summary, I won't be repurchasing Kapiva's ashwagandha, and I recommend exploring other brands for better results.",effectiveness,positive,0.25,0.0
"I recently tried Kapiva's ashwagandha supplement, and unfortunately, my experience was far from satisfactory. Here are the key points:  1. Effectiveness: Despite taking the recommended dosage consistently, I didn't notice any significant improvement in my overall well-being or stress levels.  2. Taste and Smell: The product has a strong, unpleasant smell and an earthy taste that's hard to mask. It made consumption quite challenging.  3. Quality Concerns: I had reservations about the product's quality.  4. Price: Considering the lack of results and the overall experience, the price point feels unjustified.  In summary, I won't be repurchasing Kapiva's ashwagandha, and I recommend exploring other brands for better results.",price,neutral,0.0,0.0
"I recently tried Kapiva's ashwagandha supplement, and unfortunately, my experience was far from satisfactory. Here are the key points:  1. Effectiveness: Despite taking the recommended dosage consistently, I didn't notice any significant improvement in my overall well-being or stress levels.  2. Taste and Smell: The product has a strong, unpleasant smell and an earthy taste that's hard to mask. It made consumption quite challenging.  3. Quality Concerns: I had reservations about the product's quality.  4. Price: Considering the lack of results and the overall experience, the price point feels unjustified.  In summary, I won't be repurchasing Kapiva's ashwagandha, and I recommend exploring other brands for better results.",taste,positive,0.4333,0.0
"I recently tried Kapiva's ashwagandha supplement, and unfortunately, my experience was far from satisfactory. Here are the key points:  1. Effectiveness: Despite taking the recommended dosage consistently, I didn't notice any significant improvement in my overall well-being or stress levels.  2. Taste and Smell: The product has a strong, unpleasant smell and an earthy taste that's hard to mask. It made consumption quite challenging.  3. Quality Concerns: I had reservations about the product's quality.  4. Price: Considering the lack of results and the overall experience, the price point feels unjustified.  In summary, I won't be repurchasing Kapiva's ashwagandha, and I recommend exploring other brands for better results.",side_effects,positive,0.25,0.0
"I received it today and when I opened the bottle, I found that seal was broken of the bottle. I thought it may be possible that some capsules may be stolen and my thought was right there were 10 capsules were less.can you find out who has done this.",packaging,negative,-0.4,0.0
"I received it today and when I opened the bottle, I found that seal was broken of the bottle. I thought it may be possible that some capsules may be stolen and my thought was right there were 10 capsules were less.can you find out who has done this.",taste,negative,-0.4,0.0
"I received it today and when I opened the bottle, I found that seal was broken of the bottle. I thought it may be possible that some capsules may be stolen and my thought was right there were 10 capsules were less.can you find out who has done this.",authenticity,neutral,0.0,0.0
"I've used three bottles of this products as prescribed by the company but to my dismay there's been no improvement in my overall constitution. Moreover, the capsules take a very long time to digest and the silicone used also seems to be of low quality and a bit hard. So overall this product is a mixed bag.",effectiveness,neutral,0.0,0.0
"I've used three bottles of this products as prescribed by the company but to my dismay there's been no improvement in my overall constitution. Moreover, the capsules take a very long time to digest and the silicone used also seems to be of low quality and a bit hard. So overall this product is a mixed bag.",taste,negative,-0.1189,0.0
Superb product,authenticity,positive,1.0,0.0
Good product,effectiveness,positive,0.7,0.0
"Take it while trekking and hiking (more than seven days). You don't get tired, and your energy levels remain high. I could also feel that I hadn't any physical or mental fatigue while going through a hard physical strain while trekking in deep mountains and forests.",health_impact,positive,0.16,0.0
Removes Laziness and keeps your Mind and Body Active without causing any acidity problem. So for it.,health_impact,negative,-0.1333,0.0
"It takes some time for this thing to work and show benefits. In my case the results came in starting third week. It definitely increases stamina, size and the overall time to last until climax. These results may vary from person to person but definitely one should consider this if you are in your 40s",effectiveness,neutral,0.0,0.0
Have not found any changes yet in my body or lifestyle,health_impact,neutral,0.0,0.0
Received only 1 bottle,packaging,neutral,0.0,0.0
Very very very genuine product....very beneficial for those above 40s losing their strength and stamina. I started consumption some 6 months before and after just 2 weeks I saw the results...boost in energy. I'm regularly consuming these herbs and found NO alterations/abnormal blood reports till date. I will recommend the product. ⭐⭐⭐⭐⭐,effectiveness,neutral,0.0,0.0
Very very very genuine product....very beneficial for those above 40s losing their strength and stamina. I started consumption some 6 months before and after just 2 weeks I saw the results...boost in energy. I'm regularly consuming these herbs and found NO alterations/abnormal blood reports till date. I will recommend the product. ⭐⭐⭐⭐⭐,authenticity,positive,0.52,0.0
Very effective when used with regular intense training in gym.,effectiveness,positive,0.3267,0.0
This is so amazing medicine for stress relief better sleep. I used it personally nd I feel very change in my sleep my strength. It is so stress relief product . Every one should try this .,effectiveness,neutral,0.0,0.0
But after taking i feel some headache,side_effects,neutral,0.0,0.0
Must say it's good & effective but before u take have to ensure u do regular excercise or any physical activity the capsule will not work automatically.,effectiveness,positive,0.325,0.0
Must say it's good & effective but before u take have to ensure u do regular excercise or any physical activity the capsule will not work automatically.,side_effects,positive,0.325,0.0
Am using this since 2 months now….not sure if it made any positive changes to my health🤔,effectiveness,neutral,0.0,0.0
"Decent sized nicely designed container. Lasted long for me. Whether it works or not, no way of telling. I just hope and believe that it does.",packaging,positive,0.3833,0.0
Ever best ashwagandha tablet thanks kapiva for make this amazing product and thanks amazon for fast and safe delivery,effectiveness,positive,0.45,0.0
I have tried many brands for ashwagandha for long time but they were more or less weren’t effective.. kapiva i hv been taking from last 3 mo ths and trust its one of the best…it doesnt shows effect in a week or month bur atleast 90 days.. try it,effectiveness,positive,0.2767,0.0
I have tried many brands for ashwagandha for long time but they were more or less weren’t effective.. kapiva i hv been taking from last 3 mo ths and trust its one of the best…it doesnt shows effect in a week or month bur atleast 90 days.. try it,side_effects,neutral,0.0,0.0
Good product,effectiveness,positive,0.7,0.0
It work amazing.easy to consume.made with pure ingredients and taste also good. Totally worth buying it. My body feels good after consuming this,effectiveness,positive,0.6,0.0
It work amazing.easy to consume.made with pure ingredients and taste also good. Totally worth buying it. My body feels good after consuming this,taste,positive,0.4333,0.0
It work amazing.easy to consume.made with pure ingredients and taste also good. Totally worth buying it. My body feels good after consuming this,side_effects,positive,0.7,0.0
It is a good supplement for middle aged men. I have replaced my multivitamins with this ayurvedic option and results are better. Ashwagandha is a natural stress reliever and should be taken. Only con of this product is bad after taste in burps sometimes.,effectiveness,positive,0.1,0.0
It is a good supplement for middle aged men. I have replaced my multivitamins with this ayurvedic option and results are better. Ashwagandha is a natural stress reliever and should be taken. Only con of this product is bad after taste in burps sometimes.,taste,negative,-0.35,0.0
It is a good supplement for middle aged men. I have replaced my multivitamins with this ayurvedic option and results are better. Ashwagandha is a natural stress reliever and should be taken. Only con of this product is bad after taste in burps sometimes.,side_effects,negative,-0.35,0.0
Best product for strength,effectiveness,positive,1.0,0.0
"Only fancy packaging, didn't find it value for money, have been using other Ashvagandha found it more effective. Like other kapiva products though",effectiveness,positive,0.325,0.0
"Only fancy packaging, didn't find it value for money, have been using other Ashvagandha found it more effective. Like other kapiva products though",price,neutral,0.0,0.0
"Only fancy packaging, didn't find it value for money, have been using other Ashvagandha found it more effective. Like other kapiva products though",packaging,neutral,0.0,0.0
Quick results for stress relief. Can feel the difference. Can feel increase in energy.,effectiveness,positive,0.3333,0.0
I have tried ashwagandha from many brands but this by far is the best one that i have bought so far.. have started feeling much calmer throughout the day and this has helped me destress.. would higly recommend this product,effectiveness,positive,0.425,0.0
Very effective,effectiveness,positive,0.78,0.0
good product,effectiveness,positive,0.7,0.0
I am feeling good after using this product. Try it once. It also contains other good ingredients.,effectiveness,positive,0.7,0.0
"I like this product,it's working fr me very well",effectiveness,neutral,0.0,0.0
Been a Kapiva customer for quite a while now so thought of trying their new Ashwagandha gold capsules. Its effective and natural. Part of my daily routine now.,effectiveness,positive,0.35,0.0
Been a Kapiva customer for quite a while now so thought of trying their new Ashwagandha gold capsules. Its effective and natural. Part of my daily routine now.,health_impact,positive,0.35,0.0
"Product causes gas, bloating, anxiety and hangover till 24 hours after consuming. I am not sure all ingredients are authentic and any non natural ingredients is used. Don't go with the good reviews. Decide carefully. Not recommended",authenticity,positive,0.1167,0.0
This is my first purchase from Kapiva brand and i like this product,authenticity,positive,0.25,0.0
Have doubts about the contents quality and quantity used as I found no benifit after taking medicine for 15 days. Skin became more dry.,effectiveness,neutral,0.0,0.0
Health benefits,effectiveness,neutral,0.0,0.0
Health benefits,health_impact,neutral,0.0,0.0
Good product,effectiveness,positive,0.7,0.0
Definitely filling positive effects from this capsules. Highly recommend. Hope will not be sides effects in the future,effectiveness,positive,0.1136,0.0
Definitely filling positive effects from this capsules. Highly recommend. Hope will not be sides effects in the future,side_effects,positive,0.1136,0.0
"Really good for day to day health, 100 % pure ayurvedic",effectiveness,positive,0.7,0.0
"Really good for day to day health, 100 % pure ayurvedic",taste,positive,0.2143,0.0
"Really good for day to day health, 100 % pure ayurvedic",health_impact,positive,0.7,0.0
A buy is recommended.,price,neutral,0.0,0.0
This product won't benefit you,effectiveness,neutral,0.0,0.0
This product won't benefit you,health_impact,neutral,0.0,0.0
Very effective for mental health,effectiveness,positive,0.34,0.0
Product was sealed properly and genuine.,packaging,positive,0.2,0.0
Product was sealed properly and genuine.,authenticity,positive,0.2,0.0
No use . Not effective,effectiveness,negative,-0.3,0.0
I don't know this products result,effectiveness,neutral,0.0,0.0
I don't know this products result,authenticity,neutral,0.0,0.0
Good product very efficient,effectiveness,positive,0.45,0.0
"I’ve been using this Holistic Ashwagandha supplement for a while now, and I’m honestly impressed. The quality feels great and I’ve noticed a positive difference in my stress levels and overall energy. It feels clean and natural, without any side effects.  This is a must try product, Really great quality and totally worth it!",effectiveness,neutral,0.0,0.0
"I’ve been using this Holistic Ashwagandha supplement for a while now, and I’m honestly impressed. The quality feels great and I’ve noticed a positive difference in my stress levels and overall energy. It feels clean and natural, without any side effects.  This is a must try product, Really great quality and totally worth it!",taste,positive,0.2333,0.0
"I’ve been using this Holistic Ashwagandha supplement for a while now, and I’m honestly impressed. The quality feels great and I’ve noticed a positive difference in my stress levels and overall energy. It feels clean and natural, without any side effects.  This is a must try product, Really great quality and totally worth it!",side_effects,neutral,0.0,0.0
"Brilliant product. It really helped me to lower my stress level and helped me to fight anxiety, also controlling my blood pressure overall.",effectiveness,positive,0.2,0.0
"Packaging was not good, which causes suspicion for fake product",packaging,negative,-0.35,0.0
"Packaging was not good, which causes suspicion for fake product",authenticity,negative,-0.5,0.0
"I didn’t expect much, but this really helps with stress. Feels natural, no side effects — just a calmer me.",effectiveness,positive,0.2,0.0
"I didn’t expect much, but this really helps with stress. Feels natural, no side effects — just a calmer me.",side_effects,neutral,0.0,0.0
"Like any product from Zeroharm, this one also does not disclose all the pill components. Works fine if you are looking for an ashwagandha supplement.",effectiveness,positive,0.4167,0.0
"Nice packaging, delivery was on time very much effective",packaging,positive,0.6,0.0
"Nice packaging, delivery was on time very much effective",delivery,positive,0.6,0.0
Great purchase must buy product very effective,effectiveness,positive,0.79,0.0
"Ashwagandha has become my go-to supplement for improving sleep quality. I've tried various sleep aids, but this one stands out for its effectiveness. I fall asleep faster, stay asleep longer, and wake up feeling more refreshed. It's been a crucial part of my bedtime routine.",effectiveness,neutral,0.0,0.0
"It's my 2nd bottle, it's working wonders i can feel it which i never felt before while using most Ayurvedic products. This stands out as true to what it claims. Makes me want to buy all the products from this brand. Please never compromise on the quality. Thank you for this potent, authentic Ashwagandha. Much love from Bhubaneswar.",effectiveness,positive,0.5,0.0
"It's my 2nd bottle, it's working wonders i can feel it which i never felt before while using most Ayurvedic products. This stands out as true to what it claims. Makes me want to buy all the products from this brand. Please never compromise on the quality. Thank you for this potent, authentic Ashwagandha. Much love from Bhubaneswar.",authenticity,neutral,0.0,0.0
"I liked this product better than other brands. For stress, Zero Harm Ashwagandha is best till date among couple of their major brands I tried. I use their multivitamins too.",effectiveness,positive,0.5312,0.0
Instant Boost Holistic Ashwagandha is my go-to supplement for stress relief and overall relaxation. It's made a noticeable difference in my mood and has become an essential part of my self-care routine. I'm blown away by the potency and efficacy of this product. The natural extracts used in it are truly remarkable.,effectiveness,neutral,0.0,0.0
Instant Boost Holistic Ashwagandha is my go-to supplement for stress relief and overall relaxation. It's made a noticeable difference in my mood and has become an essential part of my self-care routine. I'm blown away by the potency and efficacy of this product. The natural extracts used in it are truly remarkable.,taste,neutral,0.0,0.0
"I have used himlayan & dabur aswagandha dey had many side effects like diarrhea,bloating & body heat Diz one has no side effects Recommend it to all",effectiveness,positive,0.5,0.0
"I have used himlayan & dabur aswagandha dey had many side effects like diarrhea,bloating & body heat Diz one has no side effects Recommend it to all",side_effects,neutral,0.0,0.0
"As someone dealing with the pressures of a busy job, Ashwagandha has been a lifesaver. I take it everyday, and it helps me stay focused and handle stress better. It's become an essential part of my daily routine.",effectiveness,negative,-0.2,0.0
"As someone dealing with the pressures of a busy job, Ashwagandha has been a lifesaver. I take it everyday, and it helps me stay focused and handle stress better. It's become an essential part of my daily routine.",side_effects,negative,-0.2,0.0
"I've been struggling with anxiety for a while, and Ashwagandha has been a wonderful natural solution. It's become a part of my daily routine, and I've noticed a significant improvement in my overall sense of calm and well-being.",effectiveness,positive,0.55,0.0
Best Ayurvedic product to improve stress and sleep issues. Not sure of long term usage side effects.,effectiveness,positive,1.0,0.0
Best Ayurvedic product to improve stress and sleep issues. Not sure of long term usage side effects.,side_effects,negative,-0.15,0.0
Best Ayurvedic product to improve stress and sleep issues. Not sure of long term usage side effects.,health_impact,negative,-0.15,0.0
"After using this supplement for a few weeks, I can feel the positive impact it has on my immune system. I feel more resilient and healthier, especially during the colder months.",effectiveness,negative,-0.2,0.0
"After using this supplement for a few weeks, I can feel the positive impact it has on my immune system. I feel more resilient and healthier, especially during the colder months.",side_effects,negative,-0.2,0.0
"After using this supplement for a few weeks, I can feel the positive impact it has on my immune system. I feel more resilient and healthier, especially during the colder months.",health_impact,positive,0.2273,0.0
"I've been regularly taking this from around a week and to my surprise, this comes into action quickly and helps you relieve stress, anxiety and helps to have good sleep too. As a result, it helped stay active & fresh during the work !",effectiveness,positive,0.2167,0.0
"I've been regularly taking this from around a week and to my surprise, this comes into action quickly and helps you relieve stress, anxiety and helps to have good sleep too. As a result, it helped stay active & fresh during the work !",health_impact,positive,0.0833,0.0
"This product is very beneficial for headache, muscle problems and increased immunity.",effectiveness,positive,0.2,0.0
"This product is very beneficial for headache, muscle problems and increased immunity.",side_effects,positive,0.2,0.0
"This product is very beneficial for headache, muscle problems and increased immunity.",health_impact,neutral,0.0,0.0
"I appreciate that this supplement has improved my sleep quality and helped me relax, and it hasn't caused any adverse effects.",effectiveness,neutral,0.0,0.0
"I've been taking Holistic Ashwagandha for a few months now, and I'm amazed by the positive effects it has had on my energy levels and mental clarity. It's a game-changer!",health_impact,positive,0.0636,0.0
"I take it daily. Stressful meetings, it helps me stay composed and centered. I highly recommend it to anyone dealing with stress.",effectiveness,neutral,0.0,0.0
"Since incorporating this supplement into my daily routine, I've felt more resilient to stress and haven't experienced any side effects.",effectiveness,neutral,0.0,0.0
"Since incorporating this supplement into my daily routine, I've felt more resilient to stress and haven't experienced any side effects.",side_effects,positive,0.65,0.0
"Since incorporating this supplement into my daily routine, I've felt more resilient to stress and haven't experienced any side effects.",health_impact,neutral,0.0,0.0
